key,valor
err_qty_edit,A atualização de quantidade tem alguns erros.
order_route_sch_detail,Detalhe das rotas do pedido
success_route_delete,A ordem de rota foi excluída com sucesso.
success_route_order_send,A ordem de rota foi enviada com sucesso com esta rota.
paused_all_route,Todos os pedidos programados estão pausados ​​ou não há pedidos nesta rota.
delete_order_route_label,Excluir ordem de rota?
order_route_yes_all_message,"Ao excluir esta rota, também excluirá todos os dados relacionados. Então, você ainda deseja excluí-lo?"
send_order_route_label,Enviar Ordem de Rota?
send_order_route_message,"Ao enviar esta rota, todos os pedidos agendados nesta rota serão salvos como transações com status de retirada para entrega."
delete_schedule_order_label,Excluir pedido de agendamento?
schedule_order_yes_all_message,"Ao excluir este pedido de agendamento, ele também excluirá os detalhes do pedido relacionado. Então, você quer excluí-lo?"
delivery_boy_label,Entregador
schedule_status_label,Status
deliver_to_user,Entregar ao usuário
btn_delivered,Entregue
delivered_to_user,Entregue
go_back_sch_order,Voltar para Agendar Pedidos
prd_not_available,O produto não está disponível.
success_location_update,A localização foi atualizada com sucesso.
not_deliboy,Você não é um entregador.
success_accept_order,Este pedido foi aceito.
already_deliboy_assigned,Este pedido já foi aceito por outros entregadores.
btn_accept,Aceitar
btn_reject,Rejeitar
btn_detail,Detalhe
accept_order_label,Aceitar pedido
reject_order_label,Rejeitar pedido
order_detail_label,Detalhe do pedido
delivery_boy_name_label,Nome de entrega
delivery_phone_label,Telefone de entrega
new_orders,Novas ordens
ongoing_orders,Pedidos em andamento
order_status_label,Status do pedido
btn_retrigger,Reativar
retrigger_label,Reativar
assign_to_delivery_boy_label,Atribuir ao entregador
btn_assign_to_deliboy,Atribuir ao entregador
new_order_detail,Detalhe do novo pedido
ongoing_order_detail,Detalhe do pedido em andamento
assign_deliboy,Atribuir entregador
new_order_to_detail,Novo pedido para entregar
reccord_not_found,"Desculpe, registro não encontrado."
record_not_pagination,"Desculpe, não há mais registro no sistema."
err_title,"Por favor, preencha o título."
err_len_title,O comprimento do título deve ser maior que 4.
enter_shop_name,Digite o nome da loja
pls_prd_desc,Por favor Descrição do produto
from,A partir de
to,Para
about_app,Sobre o aplicativo
api_setting,Configuração da API
push_noti,Notificação push
have_order_deliver,Você tem a ordem para entregar.
reservation_status_change,O status da reserva foi alterado para
payment_cur_status,O status do pagamento do seu pedido é
order_status_changed_to,O status do pedido foi alterado para
delivery_cur_status,O status de entrega do seu pedido é
fail_push_noti,Falha ao enviar notificação.
fail_push_all_android,Falha ao enviar todos os dispositivos Android.
because_db_err,devido a um erro de banco de dados.
because_miss_cat,por causa da categoria ausente.
because_miss_cat_thumb_upload,por causa da imagem de categoria ausente na pasta 'uploads/thumbnail'.
because_miss_cat_upload,por causa da imagem de categoria ausente na pasta 'uploads'.
because_miss_cat_name,por causa do nome da categoria ausente.
total_cat,Categoria Total:
success_cat,Categoria de sucesso:
fail_cat,Categoria com falha:
required_platform,Plataforma obrigatória
required_user_id,ID de usuário obrigatório
res_send_email_to_user_shop,A reserva foi enviada com sucesso. Email enviado com sucesso para Usuário e Loja.
res_not_send_email_to_shop,A reserva foi enviada com sucesso. O e-mail não pode ser enviado para a Loja.
res_not_send_email_to_user,A reserva foi enviada com sucesso. O e-mail não pode ser enviado ao usuário.
res_not_send_email_to_user_shop,A reserva foi enviada com sucesso. O e-mail não pode ser enviado ao usuário e à loja
reservation_submit_error,O envio da reserva contém erros.
cust_info,Informação ao Cliente
cust_loc,Localização do cliente
invoice_label,Fatura
account_label,Conta
id_label,identificação
color_label,Cor
err_key,"Por favor, preencha a chave."
err_len_key,O comprimento da chave deve ser maior que 4.
remove_label,Remover
org_img_size,Tamanho da imagem original
thumb_img_size,Tamanho da imagem da miniatura
demo_dummy_refresh_hour,"Esteja ciente de que o back-end é um modo de demonstração, portanto, todos esses dados fictícios serão atualizados a cada hora."
sys_err_occur_admin,Ocorreu um erro de sistema. Entre em contato com o administrador do sistema.
form_data_submit_server,Os dados do formulário são enviados ao servidor
selected_row_data,Dados de linhas selecionadas
err_push_msg,"Por favor, preencha a mensagem push."
err_len_push_msg,O comprimento da mensagem deve ser maior que 1.
start_upload,Iniciar envio
cancel_upload,Cancelar upload
add_files,Adicionar arquivos
btn_start,Começar
processing_label,Em processamento
btn_default,Predefinição
approved_label,Aprovado
rejected_label,Rejeitado
select_label,Selecionar
reject_label,Rejeitar
pending_label,Pendente
all_label,Todo
err_image,"Por favor, preencha a foto de upload."
f_err_paypal_trans,A transação do Paypal falhou.
active_orders_label,Pedidos ativos
back_to_shop_list,Voltar à lista de compras
err_reservation_date,"Por favor, preencha a data da reserva."
payment_setting,Configuração de pagamento
order_setting,Configuração do pedido
delivery_setting,Configuração de entrega
checkout_setting,Configuração de checkout
policy_and_terms,Política e Termos
sending_email_setting,Configuração de envio de e-mail (para SMTP)
tax_label,Imposto
currency_setting,Configuração de moeda
low_label,Baixo
medium_label,Médio
high_label,Alto
coupon_module,Cupom
usr_shop_module,Loja do usuário
news_feed_module,Notícias
prd_dis_module,Produtos e descontos
prd_collect_module,Produtos e coleções
shipping_method_module,Métodos de Envio
watch_list,Lista de Observação
go_to_dashboard,Ir para a dashboard
frontend_config_label,Informações do Frontend Config.
map_key,Chave do mapa
enable_notification,Ativar notificação?
fcm_server_key,Chave do servidor FCM.
firebase_web_push_key_pair,Firebase Web Push Key Par
ad_client,Cliente do anúncio
ad_slot,Slot de anúncios
copy_right,Direito autoral
google_play_url,Google Play Url.
app_store_url,URL da App Store.
google_setting,Setting do Google.
app_store_setting,Configuração da App Store.
banner_src,Banner src.
google_map,Google Map
open_street_map,Mapa de rua aberto
image_limit,Limite de imagem.
success_frontend_edit,O Frontend Config foi atualizado com sucesso.
success_frontend_add,Frontend config foi adicionado com sucesso.
show_user_profile,Mostrar perfil de usuário?
is_enable_video_setting,É ativar a configuração de vídeo?
err_map,"Por favor, forneça a chave do mapa"
err_price_format,"Por favor, forneça formato de preço"
err_fcm_server_key,"Por favor, forneça a chave do servidor FCM"
err_firebase_web_push_key_pair,"Por favor, forneça par Keybase Web Push Key"
err_ad_client,"Por favor, forneça um cliente publicitário"
err_copy_right,"Por favor, forneça cópia direita"
err_google_play_url,"Por favor, forneça o URL do Google Play"
err_ad_slot,"Por favor, forneça slot para anúncios"
err_app_store_url,"Por favor, forneça URL da App Store"
err_banner_src,"Por favor, forneça banner src"
frontend_setting_module,Configuração do front -end
gps_enable,Ativar GPS é?
noti_sent_success,Noti foi enviada com sucesso para
btn_create_thumbnail,Gerador de miniaturas (1x2x3x)
generate_thumbnail_label,Ele irá gerar as imagens em miniatura para cada item. Observe que esse processo levará algum tempo com base em seus dados.
thumbnail_generators_lng,Gerador de miniaturas
thumbnail_generators_module,Geradores de miniaturas
success_img_create,A imagem em miniatura foi gerada com sucesso.
create_thumb3x_folder,"Por favor, crie a pasta ""thumbnail3x"" na pasta de upload."
create_thumb2x_folder,"Por favor, crie a pasta ""thumbnail2x"" na pasta de upload."
thumb_2x_label,Miniatura 2x Tamanho da Imagem
thumb_3x_label,Miniatura 3x Tamanho da Imagem
success_deliboy_delete,O entregador foi excluído com sucesso.
not_deli_boy,Não é conta de entregador.
invalid_user_id,Usuário Inválido.
success_user_delete,O usuário foi excluído com sucesso.
not_user,Este usuário não é um usuário registrado.
deleted_user,(Este usuário foi excluído.)
deleted_deliboy,(Este entregador foi excluído.)
deliboy_trans_deleted,(O entregador desta transação foi excluído.)
shop_deliver_around,Esta loja entregando por aí
of_label,do
