key,valor
err_google_playstore_url,Proporcione la URL de la tienda de Google Play.
err_apple_appstore_url,Proporcione la URL de la tienda de aplicaciones de Apple.
err_ios_appstore_id,Proporcione la identificación de la tienda de aplicaciones iOS.
err_price_format,Please provide price format.
err_date_format,Proporcione el formato de fecha.
err_fb_key,Proporcione la clave de Facebook.
default_lang_select,Seleccione el idioma predeterminado
route_name_label,Nombre de ruta
deliboy_label,Chico de entrega
total_amount_label,Cantidad total
added_date_label,Fecha añadida
send_with_this_route,Enviar con esta ruta
add_route_label,Añadir ruta de pedido
btn_send,Enviar
note_label,Nota
order_route_info_label,Información de la ruta del pedido
order_route_add,Añadir ruta de pedido
btn_proceed,Continuar
btn_paused,en pausa
sch_detail,Programar detalle de pedidos
go_route_to_deliver_order_label,Ir Rutas para entregar
btn_deliver,Entregar
schedule_payment_method,Método de pago
schedule_memo,Memorándum
schedule_delivery_pickup_date,Fecha de recogida de entrega
schedule_delivery_pickup_time,Hora de recogida de entrega
schedule_day,Programar día
schedule_time,Tiempo programado
shcedule_detail,Programar detalle de pedido
schedule_orders_search,Programar búsqueda de pedidos
about_location_section,Acerca de la sección de ubicación
success_route_edit,El orden de las rutas se ha actualizado correctamente.
success_route_add,El orden de ruta se ha creado correctamente.
please_select_order,Por favor seleccione la orden
proceed_label,Continuar
paused_label,en pausa
route_order_search,Búsqueda de rutas de pedido
order_route_add,Añadir ruta de pedido
route_edit,Editar ruta de pedido
success_qty_edit,La cantidad se ha actualizado correctamente.
err_qty_edit,La actualización de cantidad tiene algunos errores.
order_route_sch_detail,Ordenar detalle de rutas
success_route_delete,El orden de la ruta se ha eliminado correctamente.
success_route_order_send,El pedido de ruta se ha enviado con éxito con esta ruta.
paused_all_route,Todos los pedidos programados están en pausa o no hay pedidos en esta ruta.
delete_order_route_label,¿Eliminar orden de ruta?
order_route_yes_all_message,"Al eliminar esta ruta, también se eliminarán todos los datos relacionados. Entonces, ¿todavía quieres eliminarlo?"
send_order_route_label,¿Enviar orden de ruta?
send_order_route_message,"Al enviar esta ruta, todos los pedidos programados en esta ruta se guardarán como transacciones con estado de recolección para entrega."
delete_schedule_order_label,¿Eliminar orden de programación?
schedule_order_yes_all_message,"Al eliminar este pedido programado, también se eliminarán los detalles del pedido relacionado. Entonces, ¿quieres eliminarlo?"
delivery_boy_label,Chico de entrega
schedule_status_label,Estado
deliver_to_user,Entregar al usuario
btn_delivered,Entregado
delivered_to_user,Entregado
go_back_sch_order,Volver a programar pedidos
prd_not_available,El producto no está disponible.
success_location_update,La ubicación se ha actualizado correctamente.
not_deliboy,No eres un repartidor.
success_accept_order,Este pedido ha sido aceptado.
already_deliboy_assigned,Este pedido ya ha sido aceptado por otros repartidores.
btn_accept,Aceptar
btn_reject,Rechazar
btn_detail,Detalle
accept_order_label,Aceptar pedido
reject_order_label,Orden de rechazo
order_detail_label,Detalle de la orden
delivery_boy_name_label,Nombre de entrega
delivery_phone_label,Teléfono de entrega
new_orders,Nuevos pedidos
ongoing_orders,Pedidos en curso
order_status_label,Estado del pedido
btn_retrigger,reactivar
retrigger_label,reactivar
assign_to_delivery_boy_label,Asignar al repartidor
btn_assign_to_deliboy,Asignar al repartidor
new_order_detail,Detalle del nuevo pedido
ongoing_order_detail,Detalle del pedido en curso
assign_deliboy,Asignar repartidor
new_order_to_detail,Nuevo pedido para entregar
err_title,Por favor complete el título.
err_len_title,La longitud del título debe ser mayor a 4.
enter_shop_name,Ingrese el nombre de la tienda
pls_prd_desc,Por favor descripción del producto
from,Desde
to,Para
about_app,Acerca de la aplicación
api_setting,Configuración de la API
push_noti,Notificación de inserción
have_order_deliver,Tienes el pedido para entregar.
reservation_status_change,El estado de la reserva se ha cambiado a
payment_cur_status,El estado de pago de su pedido es
order_status_changed_to,El estado del pedido ha cambiado a
delivery_cur_status,El estado de entrega de su pedido es
fail_push_noti,No se pudo enviar la notificación.
fail_push_all_android,No se pueden enviar todos los dispositivos Android.
because_db_err,por un error en la base de datos.
because_miss_cat,debido a la categoría que falta.
because_miss_cat_thumb_upload,debido a que falta la imagen de la categoría en la carpeta 'uploads/thumbnail'.
because_miss_cat_upload,debido a la imagen de categoría que falta en la carpeta 'cargas'.
because_miss_cat_name,debido al nombre de la categoría que falta.
total_cat,Categoría total:
success_cat,Categoría de éxito:
fail_cat,Categoría fallida:
required_platform,Plataforma requerida
required_user_id,Identificación de usuario requerida
res_send_email_to_user_shop,La reserva se ha enviado correctamente. Correo electrónico enviado con éxito a Usuario y Tienda.
res_not_send_email_to_shop,La reserva se ha enviado correctamente. El correo electrónico no se puede enviar a la tienda.
res_not_send_email_to_user,La reserva se ha enviado correctamente. El correo electrónico no se puede enviar al usuario.
res_not_send_email_to_user_shop,La reserva se ha enviado correctamente. El correo electrónico no se puede enviar tanto al usuario como a la tienda
reservation_submit_error,El envío de la reserva tiene errores.
cust_info,Información al cliente
cust_loc,Ubicación del cliente
invoice_label,Factura
account_label,Cuenta
id_label,IDENTIFICACIÓN
color_label,Color
err_key,Por favor complete la clave.
err_len_key,La longitud de la clave debe ser superior a 4.
remove_label,Eliminar
org_img_size,Tamaño de imagen original
thumb_img_size,Tamaño de la imagen en miniatura
demo_dummy_refresh_hour,"Tenga en cuenta que el backend es un modo de demostración, por lo que todos esos datos ficticios se actualizarán cada hora."
sys_err_occur_admin,"Se produjo un error del sistema. Por favor, póngase en contacto con el administrador del sistema."
form_data_submit_server,Los datos del formulario se envían al servidor.
selected_row_data,Datos de las filas seleccionadas
err_push_msg,"Por favor, complete el mensaje de inserción."
err_len_push_msg,La longitud del mensaje debe ser mayor que 1.
start_upload,Iniciar la subida
cancel_upload,Cancelar carga
add_files,Agregar archivos
btn_start,Comienzo
processing_label,Procesando
btn_default,Por defecto
approved_label,Aprobado
rejected_label,Rechazado
select_label,Seleccione
reject_label,Rechazar
pending_label,Pendiente
all_label,Todos
err_image,"Por favor, rellene subir foto."
f_err_paypal_trans,La transacción de Paypal falló.
active_orders_label,Órdenes activas
back_to_shop_list,Volver a la lista de compras
err_reservation_date,Por favor complete la fecha de reserva.
payment_setting,Configuración de pago
order_setting,Configuración de pedidos
delivery_setting,Configuración de entrega
checkout_setting,Configuración de pago
policy_and_terms,Política y Términos
sending_email_setting,Configuración de envío de correo electrónico (para SMTP)
tax_label,Impuesto
currency_setting,Configuración de moneda
low_label,Bajo
medium_label,Medio
high_label,Elevado
coupon_module,Cupón
usr_shop_module,Tienda de usuario
news_feed_module,Noticias
prd_dis_module,Productos y Descuentos
prd_collect_module,Productos y Colecciones
shipping_method_module,Métodos de envío
watch_list,Lista de observación
go_to_dashboard,Ir al panel de control
frontend_config_label,Información de configuración frontend
map_key,Llave del mapa
enable_notification,¿Es la notificación de habilitación?
fcm_server_key,Tecla del servidor FCM
firebase_web_push_key_pair,Firebase Web Push Tecle par
ad_client,Cliente publicitario
ad_slot,Ranura ad
copy_right,Copiar a la derecha
google_play_url,URL de Google Play
app_store_url,URL de la tienda de aplicaciones
google_setting,Configuración de Google
app_store_setting,Configuración de la tienda de aplicaciones
banner_src,Banner SRC
google_map,Mapa de Google
open_street_map,Mapa de calle abierto
image_limit,Límite de imagen
success_frontend_edit,La configuración de Frontend se ha actualizado con éxito.
success_frontend_add,La configuración de Frontend se ha agregado correctamente.
show_user_profile,Mostrar perfil de usuario?
is_enable_video_setting,¿Habilitar la configuración de video?
err_map,Por favor proporcione la clave de mapa
err_price_format,Por favor proporcione formato de precio
err_fcm_server_key,"Por favor, proporcione la clave del servidor FCM"
err_firebase_web_push_key_pair,"Por favor, proporcione FIRBASE WEB PUSH PUSH CHEQUES"
err_ad_client,Por favor proporcione el cliente AD
err_copy_right,Por favor proporcione copia a la derecha
err_google_play_url,Por favor proporcione la URL de Google Play
err_ad_slot,Por favor proporcione la ranura AD
err_app_store_url,"Por favor, proporcione la URL de la tienda de aplicaciones"
err_banner_src,Por favor proporcione Banner SRC
frontend_setting_module,Ajuste de frontend
gps_enable,¿Habilitar GPS?
noti_sent_success,Noti ha sido enviada con éxito a
btn_create_thumbnail,Generador de miniaturas (1x2x3x)
generate_thumbnail_label,Generará las imágenes en miniatura para cada elemento. Tenga en cuenta que este proceso llevará algún tiempo en función de sus datos.
thumbnail_generators_lng,Generador de miniaturas
thumbnail_generators_module,Generadores de miniaturas
success_img_create,La imagen en miniatura se generó con éxito.
create_thumb3x_folder,"Cree la carpeta ""thumbnail3x"" debajo de la carpeta de carga."
create_thumb2x_folder,"Cree la carpeta ""thumbnail2x"" debajo de la carpeta de carga."
thumb_2x_label,Tamaño de imagen en miniatura 2x
thumb_3x_label,Tamaño de imagen en miniatura 3x
success_deliboy_delete,El repartidor ha sido eliminado con éxito.
not_deli_boy,No es una cuenta de repartidor.
invalid_user_id,Usuario invalido.
success_user_delete,El usuario ha sido eliminado con éxito.
not_user,Este usuario no es un usuario registrado.
deleted_user,(Este usuario se elimina.)
deleted_deliboy,(Este repartidor se elimina).
deliboy_trans_deleted,(El repartidor de esta transacción ha sido eliminado).
shop_deliver_around,Esta tienda entrega
of_label,de
