key,valeur
err_collection_product_loading_limit_zero,La limite de chargement des produits de la collection ne peut pas être nulle.
err_discount_product_loading_limit,Veuillez indiquer la limite de chargement du produit à prix réduit.
err_discount_product_loading_limit_zero,La limite de chargement du produit à prix réduit ne peut pas être nulle.
err_feature_product_loading_limit,Veuillez fournir la limite de chargement du produit en vedette.
err_feature_product_loading_limit_zero,La limite de chargement des produits en vedette ne peut pas être nulle.
err_latest_product_loading_limit,Veuillez fournir la dernière limite de chargement du produit.
err_latest_product_loading_limit_zero,La dernière limite de chargement de produit ne peut pas être nulle.
err_shop_loading_limit,Veuillez indiquer la limite de chargement de la boutique.
err_shop_loading_limit_zero,La limite de chargement de la boutique ne peut pas être nulle.
err_trending_product_loading_limit,Veuillez indiquer la limite de chargement du produit tendance.
err_trending_product_loading_limit_zero,La limite de charge de produit tendance ne peut pas être nulle.
err_default_order_time,Veuillez indiquer l'heure de commande par défaut.
err_default_order_time_zero,Le temps de commande par défaut (minutes) ne peut pas être nul.
err_google_playstore_url,Veuillez fournir l'URL de Google Play Store.
err_apple_appstore_url,Veuillez fournir l'URL de la boutique d'applications Apple.
err_ios_appstore_id,Veuillez fournir un identifiant de magasin d'applications ios.
err_price_format,Veuillez indiquer le format du prix.
err_date_format,Veuillez indiquer le format de la date.
err_fb_key,Veuillez fournir une clé facebook.
default_lang_select,Sélectionnez la langue par défaut
route_name_label,Nom de l'itinéraire
deliboy_label,Livreur
total_amount_label,Montant total
added_date_label,Date d'ajout
send_with_this_route,Envoyer avec cet itinéraire
add_route_label,Ajouter un itinéraire de commande
btn_send,Envoyer
note_label,Noter
order_route_info_label,Informations sur l'itinéraire de la commande
order_route_add,Ajouter un itinéraire de commande
btn_proceed,Procéder
btn_paused,En pause
sch_detail,Planifier le détail des commandes
go_route_to_deliver_order_label,Aller Routes pour livrer
btn_deliver,Livrer
schedule_payment_method,Mode de paiement
schedule_memo,Note
schedule_delivery_pickup_date,Date de ramassage de la livraison
schedule_delivery_pickup_time,Heure de ramassage de la livraison
schedule_day,Horaire Jour
schedule_time,Horaire
shcedule_detail,Planifier le détail de la commande
schedule_orders_search,Planifier la recherche de commandes
about_location_section,À propos de la section Emplacement
success_route_edit,L'ordre de routage a été mis à jour avec succès.
success_route_add,L'ordre de routage a été créé avec succès.
please_select_order,Sélectionnez une commande svp
proceed_label,Procéder
paused_label,En pause
route_order_search,Recherche d'itinéraires de commande
order_route_add,Ajouter un itinéraire de commande
route_edit,Modifier l'itinéraire de la commande
success_qty_edit,La quantité a été mise à jour avec succès.
err_qty_edit,La mise à jour de la quantité comporte quelques erreurs.
order_route_sch_detail,Détail des itinéraires de commande
success_route_delete,L'ordre de routage a été supprimé avec succès.
success_route_order_send,L'ordre de routage a été envoyé avec succès avec cet itinéraire.
paused_all_route,Toutes les commandes programmées sont en pause ou aucune commande dans cet itinéraire.
delete_order_route_label,Supprimer l'ordre de routage ?
order_route_yes_all_message,"Lors de la suppression de cet itinéraire, toutes les données associées seront également supprimées. Alors, voulez-vous toujours le supprimer ?"
send_order_route_label,Envoyer l'ordre d'itinéraire ?
send_order_route_message,"Lors de l'envoi de cet itinéraire, toutes les commandes planifiées de cet itinéraire seront enregistrées en tant que transactions avec le statut de ramassage pour livraison."
delete_schedule_order_label,Supprimer la commande planifiée ?
schedule_order_yes_all_message,"Lors de la suppression de cette commande planifiée, les détails de la commande associée seront également supprimés. Alors, voulez-vous le supprimer ?"
delivery_boy_label,Livreur
schedule_status_label,Statut
deliver_to_user,Livrer à l'utilisateur
btn_delivered,Livré
delivered_to_user,Livré
go_back_sch_order,Retourner aux commandes planifiées
prd_not_available,Le produit n'est pas disponible.
success_location_update,L'emplacement a été mis à jour avec succès.
not_deliboy,Vous n'êtes pas un livreur.
success_accept_order,Cette commande a été acceptée.
already_deliboy_assigned,Cette commande a déjà été acceptée par d'autres livreurs.
btn_accept,J'accepte
btn_reject,Rejeter
btn_detail,Détail
accept_order_label,Accepter la commande
reject_order_label,Refuser la commande
order_detail_label,Détails de la commande
delivery_boy_name_label,Nom de livraison
delivery_phone_label,Téléphone de livraison
new_orders,Nouvelles commandes
ongoing_orders,Commandes en cours
order_status_label,Statut de la commande
btn_retrigger,Redéclencher
retrigger_label,Redéclencher
assign_to_delivery_boy_label,Attribuer au livreur
btn_assign_to_deliboy,Attribuer au livreur
new_order_detail,Nouveau détail de la commande
ongoing_order_detail,Détail de la commande en cours
assign_deliboy,Affecter livreur
new_order_to_detail,Nouvelle commande à livrer
record_not_pagination,"Désolé, plus d'enregistrement dans le système."
err_title,Veuillez remplir le titre.
err_len_title,La longueur du titre doit être supérieure à 4.
enter_shop_name,Entrez le nom de la boutique
pls_prd_desc,S'il vous plaît Description du produit
from,À partir de
to,Pour
about_app,À propos de l'application
api_setting,Paramètre API
push_noti,Notification push
have_order_deliver,Vous avez la commande à livrer.
reservation_status_change,Le statut de la réservation a été changé en
payment_cur_status,Le statut de paiement de votre commande est
order_status_changed_to,Le statut de la commande a été changé en
delivery_cur_status,Le statut de livraison de votre commande est
fail_push_noti,Échec de la notification push.
fail_push_all_android,Échec de pousser tous les appareils Android.
because_db_err,à cause d'une erreur de base de données.
because_miss_cat,à cause de la catégorie manquante.
because_miss_cat_thumb_upload,à cause de l'image de catégorie manquante dans le dossier 'uploads/thumbnail'.
because_miss_cat_upload,à cause de l'image de catégorie manquante dans le dossier 'uploads'.
because_miss_cat_name,à cause du nom de catégorie manquant.
total_cat,Catégorie totale :
success_cat,Catégorie de réussite :
fail_cat,Catégorie d'échec :
required_platform,Plate-forme requise
required_user_id,ID utilisateur requis
res_send_email_to_user_shop,La réservation est soumise avec succès. E-mail envoyé avec succès à l'utilisateur et à la boutique.
res_not_send_email_to_shop,La réservation est soumise avec succès. L'e-mail ne peut pas être envoyé à la boutique.
res_not_send_email_to_user,La réservation est soumise avec succès. L'e-mail ne peut pas être envoyé à l'utilisateur.
res_not_send_email_to_user_shop,La réservation est soumise avec succès. L'e-mail ne peut pas être envoyé à la fois à l'utilisateur et à la boutique
reservation_submit_error,La soumission de la réservation comporte des erreurs.
cust_info,Informations client
cust_loc,Localisation du client
invoice_label,Facturer
account_label,Compte
id_label,identifiant
color_label,Couleur
err_key,Veuillez remplir la clé.
err_len_key,La longueur de la clé doit être supérieure à 4.
remove_label,Retirer
org_img_size,Taille de l'image d'origine
thumb_img_size,Taille de l'image miniature
demo_dummy_refresh_hour,"Veuillez noter que le backend est un mode démo, donc toutes ces données factices seront actualisées toutes les heures."
sys_err_occur_admin,Une erreur système s'est produite. Veuillez contacter votre administrateur système.
form_data_submit_server,Les données du formulaire sont soumises au serveur
selected_row_data,Données des lignes sélectionnées
err_push_msg,Veuillez remplir le message push.
err_len_push_msg,La longueur du message doit être supérieure à 1.
start_upload,Commence le téléchargement
cancel_upload,Annuler le téléchargement
add_files,Ajouter des fichiers
btn_start,Démarrer
processing_label,Traitement
btn_default,Défaut
approved_label,Approuvé
rejected_label,Rejeté
select_label,Sélectionner
reject_label,Rejeter
pending_label,En attente
all_label,Tous
err_image,Veuillez remplir la photo de téléchargement.
f_err_paypal_trans,La transaction Paypal a échoué.
active_orders_label,Commandes actives
back_to_shop_list,Retour à la liste de magasin
err_reservation_date,Veuillez remplir la date de réservation.
payment_setting,Paramètre de paiement
order_setting,Réglage de la commande
delivery_setting,Paramètre de livraison
checkout_setting,Paramètre de paiement
policy_and_terms,Politique et conditions
sending_email_setting,Paramètre d'envoi d'e-mail (pour SMTP)
tax_label,Impôt
currency_setting,Paramètre de devise
low_label,Meugler
medium_label,Moyen
high_label,Haut
coupon_module,Coupon
usr_shop_module,Boutique de l'utilisateur
news_feed_module,Fil d'actualité
prd_dis_module,Produits et réductions
prd_collect_module,Produits et Collections
shipping_method_module,méthodes de livraison
watch_list,Liste de surveillance
go_to_dashboard,Aller au tableau de bord
frontend_config_label,Informations sur la configuration frontale
map_key,Carte clé
enable_notification,Est la notification d'activation?
fcm_server_key,Touche Server FCM
firebase_web_push_key_pair,Firebase Web Push Key paire
ad_client,Client
ad_slot,Fente
copy_right,حقوق النشر
google_play_url,Google Play Url
app_store_url,URL de l'App Store
google_setting,Réglage de Google
app_store_setting,Définition de l'App Store
banner_src,Bannière src
google_map,Google Map
open_street_map,Carte de rue ouverte
image_limit,Limite d'image
success_frontend_edit,La configuration frontale a été mise à jour avec succès.
success_frontend_add,La configuration frontale a été ajoutée avec succès.
show_user_profile,Afficher le profil d'utilisateur?
is_enable_video_setting,Activer le réglage vidéo?
err_map,S'il vous plaît fournir une clé de carte
err_price_format,S'il vous plaît fournir un format de prix
err_fcm_server_key,Veuillez fournir la clé de serveur FCM
err_firebase_web_push_key_pair,Veuillez fournir une paire de touches de push Web Firebase Web
err_ad_client,S'il vous plaît fournir un client ad
err_copy_right,S'il vous plaît fournir une copie juste
err_google_play_url,Veuillez fournir URL Google Play
err_ad_slot,S'il vous plaît fournir une machine à sous
err_app_store_url,Veuillez fournir URL de l'App Store
err_banner_src,S'il vous plaît fournir une bannière src
frontend_setting_module,Frontend
gps_enable,est Activer le GPS ?
noti_sent_success,Noti a été envoyé avec succès à
btn_create_thumbnail,Vignette (1x2x3x) Générateur
generate_thumbnail_label,Il générera les images miniatures pour chaque élément. Veuillez noter que ce processus prendra un certain temps en fonction de vos données.
thumbnail_generators_lng,Générateur de vignettes
thumbnail_generators_module,Générateurs de vignettes
success_img_create,L'image miniature a été générée avec succès.
create_thumb3x_folder,"Veuillez créer le dossier ""thumbnail3x"" sous le dossier de téléchargement."
create_thumb2x_folder,"Veuillez créer le dossier ""thumbnail2x"" sous le dossier de téléchargement."
thumb_2x_label,Vignette 2x Taille de l'image
thumb_3x_label,Vignette 3x Taille de l'image
success_deliboy_delete,Le livreur a été supprimé avec succès.
not_deli_boy,Ce n'est pas un compte de livreur.
invalid_user_id,Utilisateur invalide.
success_user_delete,L'utilisateur a été supprimé avec succès.
not_user,Cet utilisateur n'est pas un utilisateur enregistré.
deleted_user,(Cet utilisateur est supprimé.)
deleted_deliboy,(Ce livreur est supprimé.)
deliboy_trans_deleted,(Le livreur de cette transaction a été supprimé.)
shop_deliver_around,Cette boutique livrant autour
of_label,de
